BlueTeam,RedTeam,Winner,GoldDifference,BlueTowers,BlueInhibitors,BlueDragons,BlueHerald,BlueBaron,RedTowers,RedInhibitors,RedDragons,RedHerald,RedBaron,BlueTop,BlueJungle,BlueMid,BlueADC,BlueSupport,RedTop,RedJungle,RedMid,RedADC,RedSupport
FW,M17,blueTeam,11640,6,0,1,Yes,No,0,0,0,No,No,Renekton,Zac,Leblanc,Caitlyn,Braum,JarvanIV,Gragas,Syndra,KogMaw,Lulu
WS,HKA,redTeam,1510,3,0,1,Yes,No,2,0,0,No,No,Rumble,Elise,Zed,Ashe,Zyra,Kennen,Gragas,Syndra,Caitlyn,Thresh
FW,ahq,blueTeam,5458,3,0,1,No,No,1,0,1,No,No,Poppy,Gragas,Taliyah,Varus,Thresh,JarvanIV,LeeSin,Malzahar,Kalista,Braum
FB,M17,redTeam,-7189,1,0,1,No,No,4,0,1,Yes,Yes,Rumble,Elise,Syndra,Ashe,TahmKench,Camille,Zac,Taliyah,Jhin,Thresh
RG,ahq,redTeam,-3931,0,0,0,No,No,3,0,2,Yes,No,JarvanIV,Khazix,Orianna,Varus,Thresh,Kennen,Elise,Taliyah,Ashe,Rakan
HKA,M17,redTeam,-6020,1,0,0,No,No,5,0,2,Yes,No,Jayce,Elise,Kassadin,Varus,Lulu,Renekton,Ivern,Cassiopeia,Tristana,Karma
HKA,M17,redTeam,-1020,2,0,0,Yes,No,3,0,2,No,No,Renekton,Elise,Kassadin,Jhin,Karma,Gnar,RekSai,Cassiopeia,Tristana,Zyra
JT,FW,redTeam,-4695,0,0,0,No,No,4,0,3,Yes,Yes,Renekton,Rengar,Orianna,Varus,TahmKench,Shen,Elise,Azir,Kalista,Thresh
HKA,FB,blueTeam,6525,5,1,1,No,No,1,0,0,No,No,JarvanIV,Gragas,Corki,Kalista,Braum,Renekton,RekSai,Vladimir,Xayah,Rakan
WS,ahq,redTeam,-14537,0,0,0,No,No,8,2,2,Yes,Yes,Gragas,RekSai,Orianna,Kalista,Rakan,JarvanIV,Elise,Corki,KogMaw,Braum
ahq,WS,blueTeam,6823,4,0,0,Yes,No,0,0,1,No,No,Renekton,Gragas,Cassiopeia,Caitlyn,Thresh,Shen,RekSai,Corki,Kalista,Galio
FW,WS,redTeam,1765,3,0,1,Yes,No,2,0,0,No,No,Kled,JarvanIV,Galio,Twitch,Thresh,Camille,Gragas,TwistedFate,Kalista,Braum
FW,WS,blueTeam,4291,5,0,1,Yes,No,2,0,0,No,No,Fiora,Gragas,Galio,Varus,Thresh,Camille,Elise,Orianna,Kalista,Braum
RG,JT,redTeam,-2671,1,0,0,No,No,3,0,1,Yes,No,Jax,Elise,Orianna,Jhin,TahmKench,JarvanIV,RekSai,Corki,Tristana,Janna
M17,JT,blueTeam,4535,1,0,1,Yes,Yes,1,0,2,No,No,Kled,RekSai,Cassiopeia,Jhin,Thresh,Rumble,LeeSin,Corki,Kalista,Rakan
FB,ahq,redTeam,-16240,0,0,1,No,No,9,3,1,Yes,Yes,Shen,Gragas,Ahri,Ashe,Zyra,Jayce,Sejuani,Taliyah,Xayah,Braum
AHQ,JT,redTeam,-5245,2,0,1,No,No,4,0,0,No,Yes,Kled,Gragas,Kassadin,Caitlyn,TahmKench,Rumble,Sejuani,Taliyah,Jhin,Thresh
JT,AHQ,redTeam,-5334,1,0,0,Yes,No,3,0,2,No,No,Kled,Elise,Galio,KogMaw,TahmKench,Jax,JarvanIV,Corki,Ashe,Braum
JT,AHQ,redTeam,1950,6,1,1,No,No,4,0,0,Yes,No,Rumble,JarvanIV,Orianna,Ashe,Alistar,Camille,Gragas,Kassadin,Kalista,Braum
RG,M17,blueTeam,1162,2,0,1,Yes,No,2,0,1,No,No,JarvanIV,Maokai,Orianna,Kalista,Braum,Kled,RekSai,Corki,Tristana,Lulu
FB,FW,redTeam,-2637,3,0,1,Yes,No,3,0,2,No,No,Rumble,RekSai,Galio,Lucian,Braum,JarvanIV,Elise,Cassiopeia,Kalista,Rakan
FB,FW,redTeam,-5291,3,0,1,Yes,No,5,0,1,No,Yes,Galio,RekSai,Orianna,Tristana,Braum,JarvanIV,Elise,Azir,Kalista,Rakan
HKA,AHQ,blueTeam,6826,4,0,2,Yes,No,0,0,0,No,No,Jayce,Gragas,Corki,Jhin,Trundle,Camille,JarvanIV,Kassadin,Ashe,Galio
FB,WS,redTeam,-8049,2,0,0,Yes,No,4,0,1,No,Yes,Poppy,LeeSin,Viktor,Jhin,Thresh,JarvanIV,Elise,Syndra,Kalista,Alistar
JT,FW,redTeam,-2467,1,0,0,No,No,2,0,2,No,No,Rumble,Sejuani,Corki,Jhin,Alistar,Jax,RekSai,Taliyah,Varus,Braum
FW,JT,blueTeam,4659,5,0,1,Yes,No,2,0,1,No,No,JarvanIV,Gragas,Corki,Caitlyn,Braum,Kled,Elise,Taliyah,Jhin,Rakan
HKA,M17,blueTeam,9028,6,0,2,Yes,Yes,2,0,0,No,No,Gnar,Gragas,Syndra,Kalista,Blitzcrank,Rumble,JarvanIV,Corki,Jhin,Thresh
M17,HKA,blueTeam,7851,4,0,2,Yes,No,0,0,0,No,No,Camille,Elise,Corki,Jhin,Braum,JarvanIV,Sejuani,Orianna,Ashe,Lulu
WS,RG,blueTeam,6279,4,0,1,No,No,0,0,1,No,No,Poppy,Elise,Kassadin,Tristana,Thresh,Camille,Sejuani,Corki,Kalista,Taric
M17,FB,blueTeam,7829,5,0,1,Yes,No,2,0,1,No,No,Rumble,Zac,Orianna,Jhin,Braum,JarvanIV,Gragas,Leblanc,Kalista,Thresh
HKA,WS,blueTeam,2409,4,0,2,Yes,No,3,0,1,No,No,Rumble,Chogath,Kassadin,Kalista,Blitzcrank,Gnar,Elise,Jayce,Tristana,Thresh
JT,WS,blueTeam,3812,4,0,0,Yes,Yes,2,0,1,No,No,Jax,Zac,Corki,Varus,Thresh,Maokai,Elise,Taliyah,Tristana,Blitzcrank
AHQ,RG,blueTeam,9301,5,0,2,Yes,No,0,0,1,No,No,Camille,JarvanIV,Galio,Tristana,Taric,Jax,Maokai,Corki,Sivir,Braum
AHQ,RG,blueTeam,4347,3,0,1,Yes,Yes,2,0,1,No,No,Maokai,Elise,Cassiopeia,Kalista,Rakan,JarvanIV,RekSai,Taliyah,Xayah,Alistar
AHQ,M17,blueTeam,9983,6,1,1,Yes,No,1,0,1,No,No,Jax,Gragas,Malzahar,Kalista,Rakan,Maokai,Rengar,Corki,Varus,Braum
M17,AHQ,redTeam,71,2,0,0,No,No,4,0,1,Yes,No,Gnar,Maokai,Orianna,Tristana,Alistar,Camille,Gragas,Malzahar,Varus,Thresh
FW,HKA,redTeam,4061,4,0,2,Yes,No,0,0,0,No,No,JarvanIV,Elise,Jayce,Caitlyn,Lulu,Shen,Chogath,Corki,KogMaw,Janna
HKA,FW,redTeam,-3953,2,0,2,No,No,4,0,0,No,Yes,JarvanIV,RekSai,Corki,Kalista,Trundle,Chogath,Sejuani,Cassiopeia,Varus,Alistar
HKA,FW,blueTeam,-513,0,0,0,No,No,3,0,1,Yes,No,Shen,Chogath,Kassadin,KogMaw,Janna,Maokai,Galio,Lucian,Kalista,Alistar
FW,RG,blueTeam,6280,4,0,1,Yes,Yes,0,0,1,No,No,Renekton,JarvanIV,Corki,Kalista,Zyra,Maokai,Sejuani,Cassiopeia,Varus,Braum
FW,RG,blueTeam,8312,4,0,3,Yes,No,0,0,0,No,No,Chogath,RekSai,Leblanc,Xayah,Alistar,Rumble,JarvanIV,Taliyah,Sivir,Thresh
FB,JT,redTeam,-73,4,0,1,Yes,No,3,0,1,No,Yes,Gnar,LeeSin,Corki,Kalista,Thresh,JarvanIV,Gragas,Cassiopeia,Tristana,Alistar
RG,HKA,blueTeam,5313,6,0,1,Yes,Yes,2,0,1,No,No,Camille,JarvanIV,Orianna,Kalista,Kennen,Gnar,Gragas,Corki,KogMaw,Janna
RG,HKA,blueTeam,8459,6,0,1,Yes,No,0,0,0,No,No,Jax,Sejuani,Galio,Caitlyn,Braum,Gnar,Gragas,Corki,Kalista,Janna
WS,M17,blueTeam,3926,3,0,2,Yes,No,0,0,0,No,No,Chogath,RekSai,Taliyah,Kalista,Gragas,Fiora,Elise,Corki,Varus,Alistar
M17,WS,redTeam,-4412,1,0,0,No,No,4,0,2,No,No,Chogath,Gragas,Lucian,Tristana,Braum,Gnar,Elise,Orianna,Ashe,Thresh
M17,FW,blueTeam,5383,2,0,1,No,Yes,1,0,0,No,No,Kled,Gragas,Malzahar,Kalista,Blitzcrank,Shen,JarvanIV,Corki,Tristana,Thresh
FW,M17,blueTeam,9353,5,0,3,Yes,Yes,0,0,0,No,No,Renekton,Elise,Taliyah,Varus,Braum,Gnar,Gragas,Cassiopeia,Tristana,Thresh
M17,FW,blueTeam,1571,2,0,0,Yes,No,3,0,2,No,No,Kled,Maokai,Karthus,Jhin,Thresh,Fiora,Gragas,Orianna,Varus,Braum
JT,HKA,blueTeam,2402,2,0,0,No,Yes,1,0,1,No,No,Maokai,Khazix,Corki,Tristana,Alistar,Gnar,Gragas,Orianna,Kalista,Thresh
JT,HKA,redTeam,1459,4,0,1,Yes,No,2,0,1,No,No,Jax,Elise,Corki,Tristana,Alistar,Shen,JarvanIV,Kassadin,Twitch,Braum
HKA,JT,blueTeam,-45,3,0,1,Yes,No,2,0,1,No,No,Rumble,JarvanIV,Jayce,Ashe,Thresh,Shen,Khazix,Corki,Kalista,Blitzcrank
RG,FB,blueTeam,8158,6,0,1,Yes,Yes,1,0,1,No,No,Chogath,Khazix,Viktor,Xayah,Blitzcrank,JarvanIV,Kindred,Azir,Caitlyn,Braum
FW,AHQ,blueTeam,9711,7,0,3,Yes,Yes,0,0,0,No,No,Chogath,RekSai,Taliyah,Varus,Zyra,Kled,Sejuani,Karma,KogMaw,Janna
AHQ,JT,blueTeam,3133,2,0,3,Yes,No,2,0,0,No,No,Yasuo,Gragas,Orianna,Kalista,Braum,Gnar,Zac,Ziggs,Xayah,Rakan
JT,AHQ,blueTeam,3176,4,0,1,Yes,No,1,0,0,No,Yes,Maokai,JarvanIV,Ziggs,Tristana,Alistar,Gnar,Gragas,Orianna,Xayah,Rakan
AHQ,JT,blueTeam,2943,3,0,1,Yes,No,0,0,1,No,No,Gnar,Gragas,Orianna,Kalista,Braum,Chogath,Khazix,Syndra,Xayah,Rakan
JT,AHQ,blueTeam,4087,4,0,2,No,Yes,3,0,1,Yes,No,Chogath,Zac,Taliyah,Xayah,Alistar,Trundle,Gragas,Cassiopeia,KogMaw,Rakan
AHQ,JT,blueTeam,326,2,0,2,No,No,2,0,0,Yes,No,Gnar,Gragas,Malzahar,Kalista,Braum,Chogath,Sejuani,Orianna,Tristana,Alistar
AHQ,RG,redTeam,-7288,1,0,0,No,No,5,0,3,Yes,No,Trundle,Chogath,Taliyah,Vayne,Rakan,Maokai,Zac,Lucian,Tristana,Thresh
RG,AHQ,redTeam,-5101,1,0,2,No,No,4,0,0,No,Yes,Maokai,Nunu,Lucian,Tristana,Blitzcrank,Renekton,Chogath,Cassiopeia,Varus,Thresh
AHQ,RG,blueTeam,7218,3,0,2,Yes,Yes,1,0,0,No,No,Gnar,Chogath,Cassiopeia,Varus,Thresh,JarvanIV,Maokai,Galio,Tristana,Rakan
AHQ,FW,redTeam,-1255,1,0,0,No,No,3,0,3,Yes,No,Renekton,JarvanIV,TwistedFate,Varus,Thresh,Maokai,Gragas,Corki,Tristana,Blitzcrank
AHQ,FW,redTeam,-5238,0,0,1,No,No,3,0,2,Yes,No,Maokai,Sejuani,Cassiopeia,Jinx,Thresh,Gnar,Gragas,Corki,Tristana,Blitzcrank
AHQ,FW,redTeam,-5720,0,0,1,No,No,5,0,0,Yes,Yes,Maokai,Sejuani,Syndra,Xayah,Thresh,Gnar,Gragas,Corki,Tristana,Braum
JT,HKA,redTeam,298,3,0,0,Yes,No,2,0,2,No,No,Trundle,JarvanIV,Corki,Tristana,Braum,Shen,Maokai,Vladimir,Xayah,Rakan
HKA,JT,blueTeam,2651,3,0,2,Yes,No,1,0,1,No,No,Rumble,Gragas,Jayce,Tristana,Rakan,DrMundo,Sejuani,Orianna,Xayah,Braum
M17,RG,blueTeam,6531,4,0,1,Yes,No,1,0,1,No,No,Camille,Gragas,Malzahar,Tristana,Rakan,Maokai,Sejuani,Corki,Xayah,Blitzcrank
M17,RG,blueTeam,3152,2,0,1,No,No,2,0,0,Yes,No,Kennen,Zac,Velkoz,Xayah,Rakan,Chogath,Ivern,Lucian,Tristana,Taric
RG,M17,blueTeam,-461,2,0,3,Yes,No,2,0,0,No,No,Shen,JarvanIV,Malzahar,Twitch,Rakan,Camille,Elise,Velkoz,Xayah,Thresh
RED,PNG,blueTeam,3485,4,0,0,Yes,No,2,0,2,No,No,Gragas,Zac,Syndra,Jinx,TahmKench,Kennen,Nidalee,Vladimir,Caitlyn,Galio
PNG,RED,redTeam,-84,5,0,2,Yes,No,5,0,1,No,Yes,Kennen,Elise,Ahri,Ashe,Thresh,Galio,LeeSin,Orianna,Xayah,Rakan
PRG,TSW,blueTeam,7800,5,0,0,Yes,No,0,0,1,No,No,Rumble,Zac,Leblanc,Lucian,Braum,Renekton,LeeSin,Galio,Twitch,TahmKench
ITZ,CNB,blueTeam,-5851,3,0,2,Yes,No,5,0,0,No,No,Galio,Khazix,Cassiopeia,Xayah,Lulu,Shen,Ivern,Leblanc,Ezreal,Karma
ONE,KST,blueTeam,-150,0,0,2,No,No,2,0,1,No,No,Sejuani,Olaf,Orianna,Lucian,Lulu,Galio,Graves,Syndra,Xayah,Thresh
KST,ONE,redTeam,-6551,1,0,1,No,No,4,0,1,No,No,Shen,Zac,Cassiopeia,Caitlyn,Lulu,Gangplank,Olaf,Ahri,Lucian,Karma
CNB,KST,redTeam,-5944,0,0,0,No,No,3,0,1,No,No,Kennen,Ivern,Orianna,Lucian,Braum,Rumble,Gragas,Taliyah,Ashe,Rakan
ITZ,ONE,redTeam,2148,4,1,2,Yes,No,2,0,1,No,No,Darius,LeeSin,Taliyah,Xayah,Thresh,Rumble,Olaf,Orianna,Lucian,Braum
ONE,ITZ,blueTeam,-1187,3,0,0,Yes,No,4,0,3,No,No,Renekton,Olaf,Ahri,Lucian,Braum,Poppy,Elise,Orianna,Xayah,Thresh
PNG,TSW,blueTeam,3579,3,0,3,No,No,1,0,0,Yes,No,Rumble,Khazix,Syndra,Jhin,Braum,Renekton,Gragas,Jayce,Varus,Thresh
RED,PRG,blueTeam,-1356,2,0,1,No,No,4,0,1,Yes,No,Shen,Khazix,Syndra,Kalista,Thresh,Rumble,LeeSin,Orianna,Caitlyn,TahmKench
ITZ,RED,blueTeam,7058,4,0,1,No,No,1,0,1,Yes,No,Gragas,Khazix,Syndra,Varus,Shen,JarvanIV,LeeSin,Orianna,Twitch,Karma
ONE,PRG,redTeam,-6472,1,0,0,No,No,6,0,2,No,Yes,Renekton,Graves,Orianna,Lucian,Thresh,JarvanIV,Elise,Viktor,Kalista,Braum
TSW,KST,redTeam,-1518,2,0,1,No,No,2,0,1,Yes,Yes,Kled,Gragas,Orianna,Kalista,TahmKench,JarvanIV,Elise,Leblanc,Varus,Bard
PNG,CNB,blueTeam,2933,4,0,2,Yes,No,2,0,0,No,No,JarvanIV,Khazix,Syndra,Varus,Braum,Shen,Rakan,Ekko,Xayah,Gragas
CNB,RED,redTeam,2063,4,0,0,Yes,No,2,0,3,No,No,Fiora,LeeSin,Taliyah,Lucian,Rakan,JarvanIV,Gragas,Viktor,Kalista,Braum
PRG,KST,redTeam,-11948,1,0,0,No,No,7,0,1,Yes,Yes,Gragas,LeeSin,Lucian,Caitlyn,Camille,Fiora,Elise,Syndra,Ashe,Alistar
PNG,ITZ,blueTeam,1313,5,0,2,No,No,4,0,1,Yes,No,Kled,Elise,Syndra,Varus,Braum,Riven,Olaf,Lucian,Caitlyn,Thresh
KST,RED,redTeam,3966,3,0,1,Yes,No,1,0,1,No,No,Kennen,RekSai,Corki,Ashe,Nautilus,Rumble,Gragas,Syndra,Jhin,Thresh
CNB,ONE,redTeam,1401,3,0,3,Yes,No,1,0,0,No,Yes,JarvanIV,LeeSin,Leblanc,Varus,Thresh,Camille,Elise,Cassiopeia,Kalista,Braum
ITZ,TSW,blueTeam,10438,7,0,1,Yes,No,0,0,1,No,No,Fiora,Elise,Syndra,Ashe,Braum,Gragas,XinZhao,Corki,Tristana,Camille
PRG,ITZ,redTeam,-8506,3,0,0,No,No,6,1,2,Yes,Yes,Galio,Sejuani,Taliyah,Ashe,Alistar,Renekton,Gragas,Corki,Varus,Shen
ITZ,PRG,blueTeam,3219,5,0,1,Yes,No,2,0,1,No,No,Fiora,Khazix,Syndra,Xayah,Shen,Rumble,RekSai,Taliyah,Varus,Rakan
CNB,TSW,blueTeam,3998,2,0,1,No,No,0,0,0,No,No,Shen,Zac,Taliyah,KogMaw,TahmKench,Renekton,Gragas,Orianna,Ashe,Braum
TSW,CNB,redTeam,-8442,1,0,0,No,No,5,1,2,Yes,Yes,Poppy,Elise,Lucian,Varus,Braum,Renekton,RekSai,Cassiopeia,Kalista,Alistar
ONE,RED,redTeam,-4180,0,0,1,No,No,4,0,1,Yes,No,JarvanIV,Elise,Corki,Draven,Morgana,Trundle,Sejuani,Orianna,Varus,Thresh
RED,ONE,blueTeam,4309,5,0,1,No,Yes,2,0,2,Yes,No,JarvanIV,Zac,Corki,Xayah,Thresh,Renekton,Khazix,Cassiopeia,Varus,Alistar
PRG,CNB,redTeam,132,4,0,1,No,Yes,3,0,1,Yes,No,Maokai,Sejuani,Jayce,KogMaw,Braum,Fiora,Chogath,Cassiopeia,Kalista,Shen
TSW,RED,redTeam,211,2,0,0,No,No,2,0,2,No,No,Gnar,Sejuani,Orianna,Corki,Thresh,Cassiopeia,Maokai,Lucian,Varus,Alistar
ONE,PNG,blueTeam,3495,3,0,1,Yes,No,2,0,1,No,No,Poppy,Sejuani,Cassiopeia,Jhin,Alistar,Gnar,Maokai,Galio,KogMaw,Trundle
KST,ITZ,redTeam,-1321,5,0,0,Yes,No,4,0,1,No,Yes,Renekton,Nidalee,Taliyah,Caitlyn,Zyra,Kled,Sejuani,Leblanc,Kalista,Kennen
ITZ,PNG,blueTeam,7609,7,0,2,Yes,Yes,2,0,0,No,No,Renekton,JarvanIV,Galio,Xayah,Taric,Shen,Gragas,Corki,Tristana,Lulu
ITZ,PNG,redTeam,-1611,4,0,2,No,No,3,0,1,Yes,No,JarvanIV,Kayn,Taliyah,Xayah,Alistar,Chogath,Sejuani,Galio,Tristana,Morgana
PNG,ITZ,blueTeam,-2835,2,0,0,No,No,4,0,2,Yes,No,JarvanIV,Sejuani,Syndra,Xayah,Rakan,Camille,Gragas,Taliyah,Kalista,Morgana
ONE,RED,redTeam,-12855,1,0,1,No,No,8,2,1,Yes,Yes,JarvanIV,Sejuani,Lucian,Xayah,Shen,Poppy,Elise,Cassiopeia,Tristana,Braum
ONE,RED,blueTeam,-397,5,0,2,No,No,2,0,1,No,No,Shen,Olaf,Corki,Tristana,Alistar,Galio,JarvanIV,Orianna,Caitlyn,Braum
ONE,RED,blueTeam,3817,5,0,1,Yes,No,2,0,1,No,No,JarvanIV,RekSai,Taliyah,Twitch,Braum,Chogath,Gragas,Lucian,Varus,Lulu
ONE,RED,redTeam,-8818,2,0,2,Yes,No,7,2,1,No,Yes,JarvanIV,Olaf,Taliyah,Twitch,Alistar,Trundle,Gragas,Lucian,KogMaw,Janna
ONE,RED,blueTeam,310,3,0,2,Yes,Yes,3,0,1,No,No,Poppy,Olaf,Cassiopeia,Varus,Blitzcrank,Galio,Gragas,Orianna,Jhin,Thresh
ONE,PNG,redTeam,-655,5,0,2,No,No,1,0,1,No,No,Shen,RekSai,Corki,Tristana,Braum,Maokai,JarvanIV,Orianna,Xayah,Lulu
ONE,PNG,blueTeam,7094,5,0,1,Yes,Yes,1,0,1,No,No,Trundle,Gragas,Orianna,Tristana,Janna,Chogath,Sejuani,Malzahar,Jinx,Lux
ONE,PNG,blueTeam,3308,4,0,2,No,No,1,0,0,Yes,No,DrMundo,Sejuani,Orianna,Twitch,Braum,JarvanIV,Zac,Velkoz,Varus,Rakan
SUP,CRW,redTeam,3099,6,0,2,Yes,No,2,0,1,No,No,Jayce,Olaf,Galio,Varus,Karma,Fiora,Rengar,Orianna,Vayne,Thresh
CRW,SUP,blueTeam,11331,7,0,2,Yes,Yes,3,0,0,No,No,Kennen,Elise,Talon,Twitch,Braum,Jayce,Khazix,Taliyah,Varus,Thresh
P3P,CLK,redTeam,-4330,1,0,2,No,No,3,0,0,Yes,Yes,Shen,JarvanIV,Galio,Varus,Rakan,Camille,Olaf,Karma,Kalista,Braum
CLK,P3P,redTeam,1147,4,0,1,Yes,No,3,0,1,No,No,Kennen,Olaf,Syndra,Varus,Karma,Fiora,Elise,Orianna,Caitlyn,Braum
GAL,DP,redTeam,-2731,2,0,1,Yes,No,3,0,1,No,No,Shen,Elise,Orianna,Tristana,Taric,JarvanIV,LeeSin,Taliyah,Xayah,Zyra
DP,GAL,redTeam,-1464,4,0,1,Yes,No,5,0,1,No,Yes,Renekton,LeeSin,Orianna,Twitch,Braum,JarvanIV,Khazix,Viktor,Xayah,Rakan
CLK,AUR,redTeam,-14835,1,0,0,No,No,7,1,1,Yes,Yes,JarvanIV,Gragas,Leblanc,Kalista,Blitzcrank,Renekton,Elise,Syndra,Ashe,Zyra
AUR,CLK,redTeam,-5030,1,0,0,No,No,3,0,2,Yes,Yes,Renekton,Elise,Syndra,Lucian,Braum,Kled,LeeSin,Vladimir,Kalista,Thresh
CRW,DP,blueTeam,3357,4,0,2,Yes,Yes,3,0,1,No,No,Shen,Olaf,Orianna,Varus,Zyra,Gragas,Khazix,Taliyah,Caitlyn,Lulu
P3P,GAL,blueTeam,8897,6,0,0,Yes,Yes,1,0,1,No,No,Kled,Gragas,Orianna,Draven,Thresh,JarvanIV,Ivern,Viktor,Caitlyn,Taric
GAL,P3P,blueTeam,11494,6,0,3,Yes,Yes,0,0,0,No,No,JarvanIV,Elise,Orianna,Ashe,Braum,Fiora,Gragas,Viktor,Caitlyn,Thresh
AUR,GAL,blueTeam,3325,6,0,2,Yes,No,3,0,1,No,Yes,Rumble,Zac,Jayce,Xayah,Nautilus,Shen,Gragas,Cassiopeia,Kalista,Thresh
P3P,CRW,blueTeam,-1631,4,0,1,Yes,No,5,0,2,No,Yes,Shen,Elise,Cassiopeia,Caitlyn,Lux,Galio,LeeSin,Leblanc,Jinx,Lulu
SUP,DP,blueTeam,3469,3,0,1,No,No,2,0,0,No,No,Lucian,Zac,Orianna,Caitlyn,Karma,Kennen,Ivern,Taliyah,Varus,Lulu
FB,CLK,blueTeam,7227,3,0,2,Yes,No,0,0,0,No,No,Renekton,Elise,Orianna,Twitch,Lulu,Kled,Rumble,Galio,Varus,Braum
CLK,FB,redTeam,-5868,2,0,0,Yes,No,4,0,3,No,Yes,Jax,Olaf,Karma,Kalista,Braum,Kled,Khazix,Ahri,Xayah,Thresh
P3P,SUP,redTeam,-693,3,0,1,No,No,3,0,1,Yes,No,Shen,Graves,AurelionSol,Caitlyn,Braum,JarvanIV,Gragas,Orianna,Varus,Thresh
CRW,AUR,blueTeam,-2176,3,0,1,No,No,3,0,1,Yes,No,Fiora,Khazix,Malzahar,Varus,Bard,Rumble,LeeSin,Ekko,Ashe,Zyra
GAL,CLK,blueTeam,3320,4,0,1,No,No,2,0,1,Yes,No,Gragas,Khazix,Ahri,Ashe,Karma,Kled,LeeSin,Orianna,Varus,Lulu
AUR,SUP,blueTeam,7308,6,0,2,Yes,Yes,2,0,0,No,No,Shen,Gragas,Azir,Kalista,Blitzcrank,Rumble,LeeSin,Orianna,Lucian,Thresh
CRW,CLK,blueTeam,12813,7,1,2,Yes,Yes,1,0,0,No,No,Fiora,Olaf,Taliyah,Kennen,Karma,Irelia,Gragas,Orianna,Draven,Lulu
GAL,FB,redTeam,-2001,3,0,0,Yes,No,2,0,3,No,No,Jayce,LeeSin,Syndra,Xayah,Rakan,Fiora,Nunu,Fizz,Caitlyn,Zyra
DP,P3P,blueTeam,5275,4,0,2,Yes,Yes,0,0,1,No,No,Camille,LeeSin,Galio,Tristana,Lulu,Shen,Gragas,Karma,Caitlyn,Braum
CRW,GAL,blueTeam,8770,6,0,0,Yes,Yes,1,0,0,No,No,Fiora,Olaf,AurelionSol,Varus,Thresh,JarvanIV,Gragas,Orianna,Ashe,Karma
CLK,SUP,redTeam,-14189,0,0,0,No,No,6,0,2,Yes,Yes,Fiora,Olaf,Karma,Caitlyn,Thresh,Rumble,JarvanIV,Leblanc,Xayah,Rakan
SUP,CLK,blueTeam,3628,3,0,1,No,No,0,0,2,Yes,No,Sejuani,Olaf,Galio,Varus,Lulu,Shen,DrMundo,Leblanc,Caitlyn,Thresh
FB,P3P,blueTeam,1639,3,0,1,Yes,No,3,0,0,No,Yes,JarvanIV,Elise,Taliyah,Kalista,Thresh,Kled,Gragas,Viktor,KogMaw,Lulu
AUR,DP,blueTeam,8617,5,0,1,Yes,No,1,0,1,No,No,Renekton,Gragas,Ekko,Xayah,Rakan,Gnar,LeeSin,Orianna,Tristana,Lulu
DP,AUR,blueTeam,1035,5,0,1,Yes,No,3,0,2,No,No,Camille,Elise,Orianna,Caitlyn,Zyra,Shen,Zac,Taliyah,Kalista,Thresh
SUP,GAL,blueTeam,709,4,0,0,Yes,No,2,0,2,No,No,Rumble,JarvanIV,Galio,Caitlyn,TahmKench,Kennen,LeeSin,Ahri,Tristana,Thresh
GAL,SUP,blueTeam,7297,5,0,2,Yes,No,1,0,1,No,No,Renekton,Olaf,Orianna,Ashe,Thresh,Galio,Gragas,Corki,Caitlyn,Braum
CLK,DP,redTeam,-6046,1,0,0,No,No,3,0,1,Yes,No,Kled,Gragas,Orianna,Xayah,Rakan,Shen,RekSai,Cassiopeia,Kalista,Thresh
FB,CRW,blueTeam,6079,4,0,0,Yes,No,1,0,1,No,No,Rumble,RekSai,Syndra,Jhin,Karma,Kennen,Gragas,Orianna,Ashe,Braum
AUR,P3P,blueTeam,6271,6,0,1,Yes,No,1,0,2,No,No,Shen,Elise,Taliyah,Ashe,Braum,Renekton,Gragas,Ahri,Caitlyn,TahmKench
CRW,SUP,blueTeam,5482,4,0,2,Yes,Yes,2,0,1,No,No,JarvanIV,RekSai,Orianna,Jhin,Rakan,Kennen,Khazix,Corki,Ashe,Thresh
SUP,CRW,redTeam,775,3,0,1,Yes,No,0,0,0,No,Yes,Rumble,RekSai,Leblanc,Kalista,TahmKench,JarvanIV,Olaf,Katarina,Tristana,Thresh
DP,GAL,blueTeam,-952,4,0,1,Yes,Yes,4,0,0,No,No,Jax,RekSai,Syndra,Caitlyn,Braum,Fiora,Olaf,Corki,Kalista,Thresh
GAL,DP,redTeam,-931,4,0,0,No,No,4,0,2,Yes,No,Kennen,Zac,Viktor,Kalista,TahmKench,Lucian,RekSai,Orianna,Xayah,Thresh
FB,AUR,redTeam,-156,3,0,1,Yes,No,2,0,2,No,No,Kennen,Zac,Orianna,Caitlyn,Braum,Renekton,Gragas,Taliyah,Kalista,Bard
CLK,P3P,redTeam,2288,4,0,2,Yes,No,1,0,1,No,No,Shen,Khazix,Galio,Xayah,Rakan,Fiora,Olaf,Lulu,Caitlyn,Zyra
CLK,AUR,redTeam,-5536,3,0,0,Yes,No,4,0,2,No,Yes,Trundle,LeeSin,Kassadin,Tristana,Thresh,Renekton,Elise,Leblanc,Varus,Blitzcrank
SUP,FB,blueTeam,5498,4,1,1,No,Yes,2,0,0,Yes,No,Shen,Sejuani,Taliyah,Caitlyn,TahmKench,Renekton,Zac,Syndra,Tristana,Thresh
